,file_name,totalArea,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,MeanIntensity,Circularity,Elongation,EulerNumber,Class
362327,subset8_positive_80114_141348.jpg,106.0,0.6841619230803856,11.617374563210365,33.056603773584904,31.52830188679245,0.7412587412587412,0.0,1.1061201372747291,0.8461538461538461,1.0,1
289504,subset7_negative_38194_102009.jpg,832.0,0.8792061329331732,32.547431561025746,29.98798076923077,31.70793269230769,0.40625,0.0,6.410800637354942,0.5,-1.0,0
34594,subset0_negative_55367_119193.jpg,1085.0,0.8877421718358929,37.16806298474071,27.88755760368664,38.26082949308756,0.395264116575592,0.0,4.179732201292322,0.7377049180327869,0.0,0
270310,subset5_negative_74395_135776.jpg,2.0,1.0,1.5957691216057308,32.0,32.5,1.0,0.0,0.0,0.5,1.0,0
315985,subset7_negative_77950_105106.jpg,48.0,0.8662085165842892,7.817640190446719,32.354166666666664,32.020833333333336,0.6233766233766234,0.0,1.1330029103441497,0.6363636363636364,1.0,0
177815,subset4_negative_89059_141911.jpg,161.0,0.9788841667368576,14.317526556719258,36.763975155279496,30.695652173913047,0.4065656565656566,0.0,2.7222412894687475,0.3636363636363637,1.0,0
385622,subset9_negative_36247_143285.jpg,502.0,0.7927946415175563,25.281737508665252,33.40438247011952,47.85856573705179,0.21619293712316967,0.0,6.649968786876338,0.7962962962962963,1.0,0
189626,subset4_negative_01585_111767.jpg,979.0,0.6083595884025562,35.305828333233094,23.69458631256384,20.02145045965271,0.3884920634920635,0.0,5.3772015662119745,0.7,0.0,0
289669,subset7_negative_81479_103261.jpg,439.0,0.8060099190465365,23.642169108157923,16.80637813211845,26.378132118451024,0.43251231527093603,0.0,4.3463992824127,0.8285714285714286,1.0,0
86674,subset1_negative_51579_137834.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
421357,subset9_negative_22785_108383.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
94200,subset2_negative_97798_124379.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
141694,subset3_positive_61062_111773.jpg,21.0,0.7976793681966847,5.170882945826412,32.142857142857146,30.761904761904763,0.75,0.0,0.8607140437051949,0.5714285714285714,1.0,1
245939,subset5_negative_08334_123078.jpg,29.0,0.9358887341979706,6.076507779746499,29.931034482758623,32.27586206896552,0.5370370370370371,0.0,1.2465513736420064,0.6666666666666666,1.0,0
185848,subset4_negative_25545_141126.jpg,250.0,0.9589040228437063,17.84124116152771,32.328,29.32,0.2741228070175439,0.0,3.629063515063717,0.631578947368421,1.0,0
422530,subset9_negative_49011_140261.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
287038,subset5_negative_54201_111718.jpg,116.0,0.972859970090269,12.153015559492998,26.25862068965517,31.560344827586214,0.4,0.0,2.501422606422646,0.3448275862068966,1.0,0
171025,subset3_negative_99956_127115.jpg,311.0,0.4016707266094,19.899183360445615,31.630225080385852,29.15434083601286,0.443019943019943,0.0,3.0216312841288,0.9629629629629628,1.0,0
158120,subset3_negative_46543_126849.jpg,23.0,0.8256756092959333,5.4115163798060095,30.65217391304348,33.08695652173913,0.8214285714285714,0.0,0.8481473654624416,0.5714285714285714,1.0,0
273662,subset5_negative_78952_147415.jpg,724.0,0.9237808941245578,30.36157819330639,27.001381215469607,20.265193370165747,0.3782654127481714,0.0,2.4545797744972075,0.5689655172413793,1.0,0
177079,subset4_negative_51938_125781.jpg,16.0,0.7117639563193815,4.51351666838205,31.6875,31.0625,0.8,0.0,0.7454531602318967,0.8,1.0,0
70959,subset1_negative_69557_102016.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
