,file_name,totalArea,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,MeanIntensity,Circularity,Elongation,EulerNumber,Class
262321,subset5_negative_22764_143294.jpg,2.0,1.0,1.5957691216057308,32.5,32.0,1.0,0.0,0.0,0.5,1.0,0
362607,subset8_positive_48335_114307.jpg,23.0,0.6577921667504074,5.4115163798060095,32.04347826086956,32.608695652173914,0.7666666666666667,0.0,0.7858693442525694,0.8333333333333334,1.0,1
223345,subset4_positive_94207_119085.jpg,99.0,0.5998661794769597,11.227230955528665,32.60606060606061,32.747474747474755,0.75,0.0,1.0162235769812042,0.9166666666666666,1.0,1
227766,subset4_positive_52637_106501.jpg,56.0,0.6964597982755624,8.444016491289505,31.107142857142854,30.75,0.8888888888888888,0.0,0.9354248934105628,0.7777777777777778,1.0,1
336546,subset8_positive_04249_114707.jpg,456.0,0.6240869792583287,24.09558533008141,33.502192982456144,30.26315789473684,0.6514285714285715,0.0,1.6754234724460657,0.8928571428571429,1.0,1
363978,subset8_negative_20976_110813.jpg,837.0,0.8121697747276875,32.64508384034771,13.8363201911589,27.667861409796892,0.5072727272727273,0.0,2.4735140093639187,0.66,1.0,0
122016,subset2_negative_93869_137975.jpg,12.0,0.0,3.90882009522336,31.5,31.5,0.75,0.0,0.618415324902826,1.0,1.0,0
242086,subset5_negative_34053_128850.jpg,47.0,0.9691339482839538,7.735777827895049,32.02127659574468,30.63829787234043,0.6266666666666667,0.0,1.7190630380876668,0.3333333333333333,1.0,0
340340,subset8_negative_24839_128866.jpg,328.0,0.9530181619044984,20.435815879801165,40.08536585365854,13.966463414634148,0.2939068100358423,0.0,3.81280159642231,0.8611111111111112,1.0,0
310602,subset7_positive_57528_127129.jpg,14.0,0.6292889820590858,4.222008245644751,32.214285714285715,31.642857142857146,0.7,0.0,0.6966924787727198,0.8,1.0,1
20094,subset0_negative_75227_123281.jpg,709.0,0.8566410321389992,30.04541291474009,38.81382228490832,31.382228490832162,0.32095971027614306,0.0,6.663204799870905,1.0,0.0,0
119809,subset2_negative_67131_130034.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179434,subset4_negative_18440_114691.jpg,51.0,0.8934083608911656,8.058239062071396,30.92156862745098,34.01960784313726,0.9272727272727272,0.0,1.0745707829932936,0.4545454545454545,1.0,0
367106,subset8_negative_20976_110486.jpg,16.0,0.8601380112365594,4.51351666838205,32.1875,32.0,0.8888888888888888,0.0,0.8184967817342425,0.5,1.0,0
244806,subset5_negative_51914_119788.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180622,subset4_positive_12644_103941.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304265,subset7_negative_34991_100904.jpg,17.0,0.8988639918366668,4.652426491681278,30.764705882352942,32.0,0.5666666666666667,0.0,1.0104759962089194,0.8333333333333334,1.0,0
336427,subset8_positive_36860_140717.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103401,subset2_positive_26179_136410.jpg,30.0,0.646589464696859,6.180387232371032,31.53333333333333,33.2,0.7142857142857143,0.0,0.8498659605547673,0.8571428571428571,1.0,1
372136,subset8_positive_95222_106557.jpg,726.0,0.8648333749665514,30.403485153477522,35.650137741046834,29.84848484848485,0.3773388773388773,0.0,2.7038603795000427,0.7115384615384616,1.0,1
416524,subset9_positive_33473_102128.jpg,368.0,0.5527826975565272,21.646065519224038,31.52445652173913,31.942934782608692,0.696969696969697,0.0,1.126733981465117,0.9166666666666666,1.0,1
257762,subset5_negative_08334_122463.jpg,727.0,0.8547567643414679,30.424416987388,31.54057771664375,26.068775790921592,0.3709183673469388,0.0,5.191860210597796,0.625,1.0,0
231885,subset4_negative_62394_113781.jpg,7.0,0.3779644730092273,2.9854106607209236,32.0,31.714285714285715,0.7777777777777778,0.0,0.5300702784881366,1.0,1.0,0
313931,subset7_negative_71960_126957.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140171,subset3_positive_15280_118911.jpg,4.0,0.0,2.256758334191025,31.5,30.5,1.0,0.0,0.3183098861837907,1.0,1.0,1
152642,subset3_negative_49169_132369.jpg,89.0,0.9233896842218772,10.645107772184813,31.707865168539325,32.43820224719101,0.7063492063492064,0.0,1.4407912991512586,0.3888888888888889,1.0,0
240305,subset4_negative_68219_100050.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
342566,subset8_negative_92959_121656.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24397,subset0_negative_08058_143234.jpg,35.0,0.6200855912599053,6.6755811781245455,32.02857142857143,31.942857142857147,0.625,0.0,0.9768629217203452,0.875,1.0,0
50908,subset1_negative_77035_129242.jpg,4.0,0.0,2.256758334191025,32.5,31.5,1.0,0.0,0.3183098861837907,1.0,1.0,0
417901,subset9_negative_07402_118073.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67524,subset1_positive_48288_135510.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
61966,subset1_negative_77035_129221.jpg,12.0,0.7675786521898157,3.90882009522336,31.0,31.5,0.6,0.0,0.7290697321636119,0.8,1.0,0
333275,subset7_negative_28864_112962.jpg,1350.0,0.6390519765103299,41.45929793656026,16.334814814814816,22.534814814814816,0.5952380952380952,0.0,1.7758177828469068,0.7777777777777778,1.0,0
7714,subset0_negative_56843_130293.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
294541,subset7_positive_57224_125042.jpg,2.0,1.0,1.5957691216057308,34.5,33.0,1.0,0.0,0.0,0.5,1.0,1
204066,subset4_negative_44897_102026.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
345423,subset8_positive_48666_120335.jpg,923.0,0.5271843335385469,34.28119163317628,23.28927410617551,20.719393282773567,0.7171717171717171,0.0,1.335685214552148,0.8461538461538461,1.0,1
254232,subset5_positive_21124_123409.jpg,128.0,0.9438133126915762,12.766152972845845,32.9296875,28.765625,0.7272727272727273,0.0,1.721885529388522,0.3636363636363637,1.0,1
383592,subset9_negative_03264_112511.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12963,subset0_negative_19196_145676.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
297914,subset7_negative_38881_117203.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131685,subset2_negative_14604_134042.jpg,3.0,0.8164965809277259,1.95441004761168,31.66666666666667,31.66666666666667,0.75,0.0,0.309207662451413,1.0,1.0,0
94737,subset2_positive_13632_127950.jpg,21.0,0.0,5.170882945826412,32.0,32.0,0.84,0.0,0.7067603713175155,1.0,1.0,1
291427,subset7_negative_65035_122648.jpg,99.0,0.9933262163648224,11.227230955528665,36.17171717171717,24.898989898989896,0.2129032258064516,0.0,3.7065171644559003,0.4838709677419355,1.0,0
63362,subset1_negative_29132_119024.jpg,22.0,0.9203368101908752,5.2925674284012265,28.45454545454545,28.22727272727273,0.6111111111111112,0.0,1.0330346904626753,0.4444444444444444,1.0,0
302999,subset7_negative_75338_128692.jpg,720.0,0.9681823968482336,30.277590264241923,22.256944444444446,28.779166666666665,0.3673469387755102,0.0,2.3300578384993034,0.625,1.0,0
414584,subset9_negative_22785_108030.jpg,22.0,0.9572924809240541,5.2925674284012265,34.09090909090909,31.04545454545455,0.8148148148148148,0.0,0.9745578284781488,0.3333333333333333,1.0,0
342820,subset8_negative_37212_119229.jpg,602.0,0.8660301330803009,27.685559519911603,15.270764119601331,31.1843853820598,0.5016666666666667,0.0,3.1301900443715764,0.75,0.0,0
33337,subset0_negative_47718_106243.jpg,33.0,0.942024687239386,6.482044814428575,33.36363636363637,34.03030303030303,0.4714285714285714,0.0,1.2645266998588542,0.7,1.0,0
38772,subset0_negative_21281_104894.jpg,107.0,0.9288304685800132,11.67204486311899,33.61682242990654,26.38317757009346,0.5404040404040404,0.0,1.481186892351301,0.6111111111111112,1.0,0
140750,subset3_positive_11210_141331.jpg,40.0,0.7038075164421065,7.136496464611085,32.65,31.55,0.7407407407407407,0.0,0.9037497458904546,0.6666666666666666,1.0,1
271158,subset5_negative_96664_119283.jpg,20.0,0.8327823772634103,5.046265044040321,31.75,32.4,0.6666666666666666,0.0,0.8348606886188152,0.8333333333333334,1.0,0
151213,subset3_negative_53512_107960.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
324065,subset7_negative_75338_128567.jpg,46.0,0.5031602126912894,7.653039857325813,31.89130434782609,33.369565217391305,0.8214285714285714,0.0,0.8296606685525777,0.875,1.0,0
220523,subset4_positive_21600_113227.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
238579,subset4_positive_94207_110612.jpg,99.0,0.5998661794769597,11.227230955528665,32.60606060606061,32.747474747474755,0.75,0.0,1.0162235769812042,0.9166666666666666,1.0,1
38312,subset0_positive_56843_130013.jpg,323.0,0.6482613427236987,20.279456919490162,31.969040247678016,39.34674922600619,0.6901709401709402,0.0,1.5514576200885248,0.6923076923076923,1.0,1
124260,subset2_negative_35891_107075.jpg,868.0,0.5582287069148764,33.24412617034957,37.6520737327189,46.660138248847936,0.5425,0.0,3.5490333867027344,1.0,-1.0,0
103181,subset2_negative_43021_139165.jpg,24.0,0.9148245722542911,5.527906391541368,55.16666666666666,52.41666666666666,0.4897959183673469,0.0,0.656497393725979,1.0,1.0,0
335057,subset8_negative_14630_122325.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14916,subset0_negative_13686_114234.jpg,32.0,0.8991860582994469,6.383076486422922,33.84375,31.25,0.5714285714285714,0.0,1.1296871823630683,0.875,1.0,0
38350,subset0_negative_50963_136576.jpg,23.0,0.8256756092959333,5.4115163798060095,31.347826086956523,32.08695652173913,0.8214285714285714,0.0,0.8481473654624416,0.5714285714285714,1.0,0
137377,subset3_negative_74930_130733.jpg,189.0,0.9931518070513828,15.512648837479231,24.354497354497358,34.15873015873016,0.14583333333333334,0.0,3.105525999759518,1.0,1.0,0
179739,subset4_negative_06585_110297.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
