file_name,totalArea,Perimeter,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,MeanIntensity,Circularity,Elongation,EulerNumber,StandardDeviation,TranslationalInvariance,RotationalInvariance,ScaleInvariance,Class
subset1_positive_98603_114573.jpg,10.0,9.071067811865476,0.6164414002968975,3.5682482323055424,31.3,32.3,0.625,0.0,0.6547974253873939,1.0,1.0,0.26220113707738896,2.571379327328061,4.214892970433187,3.808562959198836,0
subset1_negative_95397_119800.jpg,8.0,7.414213562373095,0.6123724356957945,3.1915382432114616,31.125,32.125,0.8888888888888888,0.0,0.5468022991227088,1.0,1.0,0.0844560131898685,2.5892361491206364,3.7544744037733335,3.449209569261741,1
subset4_positive_02477_124018.jpg,652.0,136.39696961967,0.8270662468382187,28.812361638146328,29.334355828220858,35.23312883435583,0.5780141843971631,0.0,2.270659340526146,0.5106382978723404,0.0,0.24497363062948527,2.8843605849447114,3.2605315236235786,3.7869730248095244,0
subset4_positive_21600_124779.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset9_negative_33473_102190.jpg,27.0,16.485281374238568,0.6730463973541893,5.863230142835039,31.77777777777778,33.0,0.7714285714285715,0.0,0.8009752564494129,0.7142857142857143,1.0,0.15264805867187828,0.0,0.0,20.174894848507048,1
subset1_positive_65896_140466.jpg,399.0,72.18376618407356,0.29541623818253976,22.539356209735228,33.43107769423559,30.55639097744361,0.7542533081285444,0.0,1.0391932460630653,1.0,1.0,0.24365986732003697,3.2532633600283516,4.049575032313013,4.260305735322013,0
subset1_positive_55637_130379.jpg,24.0,15.899494936611665,0.6811563684323263,5.527906391541368,31.25,31.375,0.6857142857142857,0.0,0.8381959377836083,0.7142857142857143,1.0,0.2702977649905482,2.95970629990062,3.380021256584465,3.7906934101137355,0
subset3_positive_09377_128075.jpg,46.0,24.485281374238568,0.864609937783067,7.653039857325812,31.717391304347824,31.5,0.7666666666666667,0.0,1.0371522229313344,0.6,1.0,0.08036827878120655,2.2355529875414133,3.428659739399793,3.2490371778516765,0
subset4_positive_66972_121662.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset7_negative_77077_104463.jpg,1398.0,215.23759005323595,0.5789996744877538,42.18991447656368,27.488555078683834,35.30114449213162,0.5592,0.0,2.637055110897141,1.0,1.0,0.35448960822348313,2.260254713889054,3.093483267561839,2.755966552569826,1
subset5_positive_98037_140419.jpg,1482.0,197.88834764831844,0.8165832879655408,43.4389342099632,40.76113360323887,41.20040485829959,0.4330800701344243,0.0,2.1027245086582753,0.9830508474576272,1.0,0.2223113777790803,1.8452510608416888,2.701329395331931,2.5949126287500746,0
subset3_negative_74930_130537.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset2_negative_91689_115618.jpg,9.0,7.621320343559642,0.8606629658238704,3.385137501286538,25.555555555555557,51.888888888888886,0.75,0.0,0.5135799486995236,0.75,1.0,0.2432827532051276,2.287387606182455,3.3044608371271096,2.974628274525419,1
subset9_negative_88402_132005.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset2_negative_15191_130355.jpg,6.0,6.0,0.7905694150420949,2.763953195770684,34.0,32.5,1.0,0.0,0.477464829275686,0.6666666666666666,1.0,0.32249019882700786,0.0,0.0,0.0,1
subset2_negative_34230_125718.jpg,1068.0,185.23759005323592,0.8505822944957572,36.875735026940866,30.844569288389515,20.946629213483146,0.5171912832929783,0.0,2.5566844358995984,0.5932203389830508,1.0,0.261331427991482,2.96833373636886,3.0312854014011448,2.9739760540333666,1
subset4_positive_55750_113923.jpg,197.0,59.4558441227157,0.6195956606958904,15.837556323903858,32.90862944162436,35.11675126903553,0.6080246913580247,0.0,1.4279500255884607,1.0,1.0,0.19552708225768134,2.48781273246623,2.8953726105772457,3.2076938878208137,0
subset3_negative_61062_112178.jpg,61.0,29.79898987322333,0.9111758315168106,8.812923024107548,29.491803278688526,30.049180327868854,0.5648148148148148,0.0,1.1584129027230323,0.75,1.0,0.1900067449586942,1.9136599248147743,3.611365224373264,2.5162079176474004,1
subset5_negative_14021_103940.jpg,29.0,22.071067811865476,0.9531923742768239,6.076507779746499,54.3448275862069,20.82758620689655,0.58,0.0,1.3367150207959086,0.5,1.0,0.32793145112759964,2.148373411712979,3.3932487631073607,2.5699987055178,1
subset5_positive_56531_101123.jpg,10.0,8.82842712474619,0.7905694150420949,3.5682482323055424,32.5,32.0,0.8333333333333334,0.0,0.6202357696493015,0.75,1.0,0.07266878843448066,2.5228787452803374,0.0,3.170696227168975,0
subset9_negative_86521_121989.jpg,19.0,13.65685424949238,0.6764182945965521,4.918490759365935,31.736842105263158,31.842105263157894,0.76,0.0,0.7811561998772539,1.0,1.0,0.16062465558128777,2.3305354127151494,3.0965228869165764,3.2273216126429656,1
subset1_negative_12318_113115.jpg,336.0,129.698484809835,0.9913708814613814,20.683531783305643,27.303571428571427,28.836309523809526,0.5358851674641149,0.0,3.984012236147272,0.19298245614035087,1.0,0.28010168333944463,1.1500817552918812,2.491390303849023,2.5406302139386847,1
subset9_positive_65701_131494.jpg,17.0,14.035533905932738,0.946958529475175,4.652426491681278,11.882352941176471,2.4705882352941178,0.6071428571428571,0.0,0.9221447327674167,0.5714285714285714,1.0,0.21834044181295562,2.073849634250799,3.7083041198850446,2.5221846710976545,0
subset5_negative_58431_110177.jpg,1034.0,226.68733752154176,0.8740996403905364,36.2840142384516,18.44970986460348,23.596711798839458,0.5136612021857924,0.0,3.9547963121725624,0.5409836065573771,-2.0,0.21634346836853907,1.7473939641427583,2.380566919860176,2.7385914467539036,1
subset9_negative_61822_133114.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset8_negative_40520_116323.jpg,121.0,70.42640687119285,0.9887580718282752,12.412170838050638,28.818181818181817,30.380165289256198,0.20862068965517241,0.0,3.2619389493200086,0.6896551724137931,1.0,0.20390688915604685,0.8535197123550324,1.354843025263609,0.7934999565262169,1
subset2_positive_34230_125344.jpg,6.0,6.242640687119286,0.6741998624632421,2.763953195770684,31.833333333333332,32.166666666666664,0.6666666666666666,0.0,0.5168631413744181,1.0,1.0,0.3341879878896888,2.519688389646482,3.1621923792432396,3.57571288226586,0
subset0_negative_22488_122830.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset0_negative_43514_130701.jpg,1615.0,322.0132393293463,0.619260057207811,45.34624421875849,32.307120743034055,20.112693498452014,0.4497354497354497,0.0,5.109343072095704,0.9047619047619048,0.0,0.30967900152973066,2.4642064315202057,2.657870642606413,3.6690695288182065,1
subset2_negative_35891_107309.jpg,37.0,26.692388155425114,0.9644748718704595,6.863662517577698,56.270270270270274,18.27027027027027,0.44047619047619047,0.0,1.5323687093863982,0.5833333333333334,1.0,0.2704734526866204,1.787423228108936,4.821191573284444,1.9997105196463447,1
subset1_positive_47886_119855.jpg,321.0,66.5269119345812,0.6054996105982093,20.216574731145414,24.121495327102803,36.35202492211838,0.7753623188405797,0.0,1.097184927761503,0.782608695652174,1.0,0.22960744540686223,2.666974201335273,3.7612497279505415,3.776837816327448,0
subset4_positive_65680_114700.jpg,14.0,11.414213562373096,0.8623660628271897,4.222008245644752,30.857142857142858,30.5,0.5833333333333334,0.0,0.7405494920056735,0.6666666666666666,1.0,0.11960282365843898,1.9440307057425303,3.0039790422546724,2.860367687439579,0
subset4_positive_97306_115913.jpg,32.0,18.485281374238568,0.4270939946629101,6.383076486422923,31.4375,32.4375,0.7619047619047619,0.0,0.8497521827581119,0.8571428571428571,1.0,0.24488826758823623,3.3601643197711395,3.7257433497175807,4.339054311822412,0
subset2_negative_75647_130735.jpg,324.0,116.49747468305833,0.6490469725778337,20.310825007719227,26.256172839506174,31.780864197530864,0.3870967741935484,0.0,3.3333287512482546,0.8709677419354839,1.0,0.19109076715562232,1.744206890659458,1.9070259407070453,2.0736939451825784,1
subset5_negative_15800_132368.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset9_negative_67626_117092.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset8_negative_50446_121532.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset3_negative_35824_131518.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset1_negative_45866_105213.jpg,60.0,39.8700576850888,0.986024609804195,8.740387444736633,35.166666666666664,25.383333333333333,0.2564102564102564,0.0,2.1083009945023443,0.7222222222222222,1.0,0.10761755855956792,0.7497537796798701,1.4558493759823987,1.222780865378591,1
subset5_negative_97218_129201.jpg,93.0,46.8700576850888,0.6851001596100662,10.881694613449236,46.56989247311828,7.354838709677419,0.5166666666666667,0.0,1.8797416463384768,0.8,1.0,0.36760212661966307,2.5141617622264043,2.828928613901154,3.2205265056264083,1
subset4_positive_94975_105382.jpg,234.0,59.59797974644666,0.7306119854218321,17.26088217525478,32.47008547008547,29.923076923076923,0.6358695652173914,0.0,1.207917727625726,0.6956521739130435,1.0,0.1727679105924646,2.793360109612306,4.038640957849238,3.657924310453682,0
subset4_negative_98197_107374.jpg,12.0,9.621320343559642,0.8755989883658384,3.9088200952233594,33.916666666666664,32.083333333333336,0.8,0.0,0.6138725863006818,0.6,1.0,0.25097711457940397,2.513808797200706,3.8456898320503763,3.0791675058146657,1
subset4_positive_24767_116922.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset5_positive_46497_131265.jpg,1487.0,195.095454429505,0.8351052334385235,43.51215006203655,19.905178211163417,40.02353732347007,0.4131703250903029,0.0,2.036917639035837,0.9672131147540983,1.0,0.2089420115762118,1.8015504730330913,2.318899921398355,2.449993182032718,0
subset4_negative_94040_137832.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset4_positive_55750_125895.jpg,197.0,59.4558441227157,0.6195956606958904,15.837556323903858,32.90862944162436,35.11675126903553,0.6080246913580247,0.0,1.4279500255884607,1.0,1.0,0.19552708225768134,2.48781273246623,2.8953726105772457,3.2076938878208137,0
subset2_negative_29831_120432.jpg,46.0,24.14213562373095,0.8751792922013424,7.653039857325812,32.41304347826087,31.695652173913043,0.6388888888888888,0.0,1.008285855819825,0.8888888888888888,1.0,0.25790168485393156,1.8777315460042912,3.9334493218801425,2.6838514714572437,1
subset4_positive_78950_122835.jpg,272.0,67.14823227814082,0.645100887867426,18.609705966725112,28.628676470588236,31.341911764705884,0.681704260651629,0.0,1.319138513221843,0.9047619047619048,1.0,0.31255666316608655,2.4661279722868734,3.1864391384779154,3.1871177565713733,0
subset1_positive_60014_111133.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset9_positive_36332_133731.jpg,2.0,0.0,1.0,1.5957691216057308,32.5,32.0,1.0,0.0,0.0,0.5,1.0,0.11917236994588822,0.0,0.0,0.0,0
subset7_positive_75826_106434.jpg,267.0,116.18376618407356,0.9538552588272119,18.437867513470433,25.61423220973783,30.95505617977528,0.267,0.0,4.023182887102074,0.4,1.0,0.13260907070021932,0.9073406349799781,1.4294048691076569,1.6654027048867865,0
subset9_positive_02207_144186.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset1_positive_60014_111132.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset8_positive_59047_127685.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
subset4_positive_55750_125894.jpg,2.0,0.0,1.0,1.5957691216057308,34.0,32.5,1.0,0.0,0.0,0.5,1.0,0.08506069686748607,0.0,0.0,0.0,0
subset1_positive_59845_136188.jpg,1035.0,183.39696961967002,0.8757737718069195,36.301555459799424,26.339130434782607,20.580676328502417,0.5315870570107858,0.0,2.5860332036146354,0.559322033898305,1.0,0.2027528377852392,3.1874163921587604,4.142823369175375,3.901102839079493,0
subset4_positive_94975_105383.jpg,556.0,137.74621202458752,0.9371303454175458,26.60678836073137,34.589928057553955,26.08273381294964,0.3082039911308204,0.0,2.7156554879233323,0.9318181818181818,1.0,0.22270250242400713,1.0712014626018858,1.2507996351547408,1.2809607998727484,0
subset7_positive_08613_138039.jpg,22.0,15.071067811865476,0.7861519977990904,5.292567428401227,31.636363636363637,32.0,0.7333333333333333,0.0,0.8215906780822317,0.8333333333333334,1.0,0.179469377327278,2.30299217286583,3.172845701876886,3.08061429098438,0
subset5_negative_89377_145948.jpg,890.0,236.75840533340727,0.8479999312601265,33.66278649806482,43.396629213483145,37.480898876404495,0.4058367533059736,0.0,5.0119986073011065,0.8431372549019608,1.0,0.32883584548844563,1.5272819800511974,2.0434711681409614,2.064505602359046,1
subset0_positive_22488_122114.jpg,5.0,5.207106781186548,0.8164965809277259,2.5231325220201604,31.2,30.6,0.8333333333333334,0.0,0.43153209248335733,0.6666666666666666,1.0,0.21609121278256205,2.8716007312821934,4.397176992505885,3.5235741729419887,0
subset1_positive_47886_119854.jpg,322.0,72.18376618407358,0.7710524126222418,20.248040236149336,33.45962732919255,31.86024844720497,0.6363636363636364,0.0,1.287695978817277,0.9565217391304348,1.0,0.3496344425019584,2.1643824676690713,3.1396843153809693,2.9404780906317156,0
subset4_negative_91341_103243.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset5_negative_26096_120150.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
subset2_positive_15191_130091.jpg,14.0,10.82842712474619,0.20365326999063957,4.222008245644752,31.714285714285715,31.5,0.875,0.0,0.6664888011383326,1.0,1.0,0.1944312050308485,0.0,0.0,0.0,0
