class,filename,height,width,xmax,xmin,ymax,ymin
nodule,subset0_0.jpg,11.64560862,11.64560862,469.8588760489736,458.2132674289736,294.18732179677426,282.54171317677424
nodule,subset0_1.jpg,7.310399552000001,7.310399552000001,60.915563114048304,53.605163562048304,226.63536987733337,219.32497032533337
nodule,subset0_2.jpg,10.83118822,10.83118822,456.2967943996722,445.4656061796722,240.16564685868858,229.33445863868857
nodule,subset0_3.jpg,7.244054524,7.244054524,130.49144739418256,123.24739287018257,259.8502584345223,252.60620391052228
nodule,subset0_4.jpg,8.368487089,8.368487089,91.57361725889535,83.20513016989536,283.7705403358185,275.4020532468185
nodule,subset0_5.jpg,9.25825997,9.25825997,67.50886735869958,58.25060738869957,111.13218574434973,101.87392577434973
nodule,subset0_6.jpg,17.69382414,17.69382414,139.72215599391305,122.02833185391304,370.53222464379866,352.83840050379865
nodule,subset0_7.jpg,5.965579845,5.965579845,63.03747833993036,57.07189849493036,336.8647763900696,330.89919654506963
nodule,subset0_8.jpg,13.96263215,13.96263215,356.2417862459569,342.2791540959569,45.729656865902975,31.767024715902973
nodule,subset0_9.jpg,6.246461342999999,6.246461342999999,323.41585579389294,317.1693944508929,181.71843881972316,175.47197747672317
nodule,subset0_10.jpg,5.060034849,5.060034849,408.5564324244105,403.4963975754105,358.70380084546315,353.6437659964632
nodule,subset0_11.jpg,21.58311204,21.58311204,454.5597974421409,432.9766854021409,246.87529039988738,225.29217835988737
nodule,subset0_12.jpg,5.063233243,5.063233243,462.7413856755714,457.6781524325714,290.16995710414284,285.1067238611428
nodule,subset0_13.jpg,9.253917448,9.253917448,316.2242675138339,306.97035006583394,278.7855323359683,269.5316148879683
nodule,subset0_14.jpg,10.06186005,10.06186005,97.72676853671328,87.66490848671329,108.46802727797203,98.40616722797202
nodule,subset0_15.jpg,6.21739005,6.21739005,61.07275503255033,54.855364982550334,73.67230760525727,67.45491755525727
nodule,subset0_16.jpg,7.98502287,7.98502287,143.7221203641732,135.7370974941732,64.43603112532807,56.45100825532807
nodule,subset0_17.jpg,6.800248866,6.800248866,81.89343050958098,75.09318164358098,286.69343050958093,279.89318164358093
nodule,subset0_18.jpg,12.02215382,12.02215382,143.28602760871792,131.26387378871792,272.9270532497436,260.9048994297436
nodule,subset0_19.jpg,5.88395182,5.88395182,338.76647497022225,332.88252315022226,267.6553638591111,261.7714120391111
nodule,subset0_20.jpg,8.364989395,8.364989395,149.28417117044827,140.91918177544827,212.8427918601035,204.47780246510348
nodule,subset0_21.jpg,17.52596027,17.52596027,394.7301636659471,377.2042033959471,112.79183767475773,95.26587740475773
nodule,subset0_22.jpg,13.84883567,13.84883567,490.7342802956084,476.88544462560844,218.48031204164022,204.63147637164022
nodule,subset0_23.jpg,6.731878569,6.731878569,31.346442402341037,24.614563833341037,210.39846552372828,203.66658695472827
nodule,subset0_24.jpg,6.440878725,6.440878725,79.66791914414358,73.22704041914358,283.4361811088791,276.9953023838791
nodule,subset0_25.jpg,14.62904955,14.62904955,418.7640016051724,404.1349520551724,139.22377172011494,124.59472217011495
nodule,subset0_26.jpg,6.614419285,6.614419285,115.59718274538356,108.98276346038357,299.35608685497255,292.74166756997255
nodule,subset0_27.jpg,6.720277435,6.720277435,398.00156761083116,391.28129017583115,171.04642249209763,164.32614505709765
nodule,subset0_28.jpg,3.93841182,3.93841182,57.45216266616188,53.513750846161884,207.17540026407312,203.23698844407312
nodule,subset0_29.jpg,9.443896197,9.443896197,90.10654956358823,80.66265336658823,82.57713779888238,73.13324160188237
nodule,subset0_30.jpg,13.59647134,13.59647134,482.97684656764403,469.38037522764404,253.7831292901571,240.1866579501571
nodule,subset0_31.jpg,5.028864971,5.028864971,350.5434001197669,345.51453514876687,350.5434001197669,345.51453514876687
nodule,subset0_32.jpg,7.903510371,7.903510371,482.27732280611684,474.37381243511686,249.55005007884415,241.64653970784414
nodule,subset0_33.jpg,17.75323185,17.75323185,451.05063422086835,433.2974023708683,126.92738492114844,109.17415307114845
nodule,subset0_34.jpg,6.259551508,6.259551508,58.57343854288001,52.31388703488001,224.97343854287993,218.71388703487995
nodule,subset0_35.jpg,8.103288228,8.103288228,72.02816951672727,63.92488128872728,284.3918058803636,276.2885176523636
nodule,subset0_36.jpg,8.091312581,8.091312581,102.93942237336614,94.84810979236615,222.44514319716475,214.35383061616474
nodule,subset0_37.jpg,12.68580657,12.68580657,376.4395012042268,363.7536946342268,177.18176924546395,164.49596267546394
nodule,subset0_38.jpg,13.14006008,13.14006008,29.233875478399987,16.09381539839999,216.96720881173334,203.82714873173333
nodule,subset0_39.jpg,18.7832325,18.7832325,61.32957314516129,42.546340645161294,160.42634733870966,141.64311483870966
nodule,subset0_40.jpg,10.4626083,10.4626083,366.6815734047618,356.2189651047618,372.77681149999995,362.31420319999995
nodule,subset0_41.jpg,11.48732767,11.48732767,50.65589384263156,39.168566172631564,291.49799910578946,280.01067143578945
nodule,subset0_42.jpg,3.900928245,3.900928245,51.145812714593504,47.2448844695935,206.54960675253383,202.64867850753384
nodule,subset0_43.jpg,10.93827513,10.93827513,192.46913756499998,181.530862435,279.46913756500004,268.530862435
nodule,subset0_44.jpg,8.982986958,8.982986958,379.4402936374164,370.4573066794164,284.2685289315341,275.28554197353407
nodule,subset0_45.jpg,11.17547004,11.17547004,324.32041653936835,313.14494649936836,155.89936390778942,144.72389386778943
nodule,subset0_46.jpg,5.654138497999999,5.654138497999999,80.4791820400504,74.82504354205041,81.9133557095182,76.2592172115182
nodule,subset0_47.jpg,8.621579517,8.621579517,80.20412803617819,71.58254851917819,138.16639218712163,129.54481267012162
nodule,subset0_48.jpg,7.165672419,7.165672419,100.20647833715705,93.04080591815705,266.40543121673824,259.23975879773826
nodule,subset0_49.jpg,17.336249600000002,17.336249600000002,175.7523264,158.41607679999998,316.6135704191388,299.27732081913877
nodule,subset0_50.jpg,5.05940652,5.05940652,447.6808110761904,442.62140455619044,156.63319202857141,151.5737855085714
nodule,subset0_51.jpg,15.48525426,15.48525426,144.86034259134755,129.37508833134754,106.73268301687946,91.24742875687946
nodule,subset0_52.jpg,4.6781300130000005,4.6781300130000005,179.3390650065,174.66093499349998,93.33906500650001,88.6609349935
nodule,subset0_53.jpg,25.23320204,25.23320204,378.57076752642485,353.33756548642486,366.63294369222797,341.399741652228
nodule,subset0_54.jpg,5.070932612,5.070932612,115.15025241635325,110.07931980435326,314.9907082568091,309.91977564480914
nodule,subset0_55.jpg,6.275342115,6.275342115,450.2908700546057,444.0155279396057,114.24579963207043,107.97045751707043
nodule,subset0_56.jpg,19.65387738,19.65387738,363.95416375525326,344.3002863752533,178.26883042191997,158.61495304191996
nodule,subset0_57.jpg,8.208342207000001,8.208342207000001,159.09860430329815,150.89026209629813,346.7259334958447,338.5175912888447
nodule,subset0_58.jpg,5.105120807,5.105120807,160.7239836022165,155.6188627952165,41.0813719183677,35.9762511113677
nodule,subset0_59.jpg,6.921521942999999,6.921521942999999,62.46076097150001,55.539239028500006,188.46076097149998,181.5392390285
nodule,subset0_60.jpg,6.005399015,6.005399015,487.21390202649224,481.2085030114922,82.4032116033296,76.3978125883296
nodule,subset0_61.jpg,5.253525386000001,5.253525386000001,16.901820291786404,11.648294905786402,207.0377426218835,201.7842172358835
nodule,subset0_62.jpg,12.57054118,12.57054118,67.53528228502924,54.96474110502924,293.593761817193,281.023220637193
nodule,subset0_63.jpg,6.378436317,6.378436317,448.9311642956667,442.55272797866667,173.23885660335898,166.860420286359
nodule,subset0_64.jpg,4.681381581,4.681381581,460.5426400593644,455.8612584783644,270.53375117047545,265.8523695894755
nodule,subset0_65.jpg,11.10051888,11.10051888,67.63342646564104,56.53290758564104,205.47958031179488,194.37906143179487
nodule,subset0_66.jpg,7.0005239060000015,7.0005239060000015,115.14340190137948,108.14287799537948,305.7687002307351,298.76817632473507
nodule,subset1_0.jpg,8.328291294,8.328291294,294.1871879747728,285.85889668077283,346.32295820975986,337.99466691575986
nodule,subset1_1.jpg,7.141617843,7.141617843,150.27984907542384,143.13823123242383,48.55799477078807,41.41637692778807
nodule,subset1_2.jpg,23.35064438,23.35064438,374.09369664601235,350.74305226601234,366.240935909816,342.890291529816
nodule,subset1_3.jpg,4.703046282,4.703046282,415.3246467491016,410.6216004671016,138.0569544414093,133.3539081594093
nodule,subset1_4.jpg,13.02514237,13.02514237,107.1575543860486,94.1324120160486,269.00557870215806,255.98043633215804
nodule,subset1_5.jpg,9.587295623,9.587295623,223.31197193041947,213.7246763074195,57.148383539918214,47.56108791691821
nodule,subset1_6.jpg,15.12543067,15.12543067,410.73485063487806,395.60941996487804,159.41777746414635,144.29234679414634
nodule,subset1_7.jpg,7.88580587,7.88580587,32.21805947917705,24.332253609177048,200.7567128457606,192.8709069757606
nodule,subset1_8.jpg,6.853098387999999,6.853098387999999,132.96471849042004,126.11162010242003,139.3847811863448,132.5316827983448
nodule,subset1_9.jpg,12.6058106,12.6058106,71.79340977037037,59.187599170370376,269.5500235269841,256.9442129269841
nodule,subset1_10.jpg,6.330288195,6.330288195,194.51089478157985,188.18060658657984,212.856171654544,206.525883459544
nodule,subset1_11.jpg,17.39699158,17.39699158,50.784038818362575,33.38704723836258,151.08813238561402,133.69114080561403
nodule,subset1_12.jpg,3.951407423,3.951407423,437.21304439499005,433.2616369719901,61.15349104511416,57.20208362211416
nodule,subset1_13.jpg,7.747145031,7.747145031,361.0821701978148,353.3350251668148,377.6747627904073,369.9276177594073
nodule,subset1_14.jpg,6.940547015,6.940547015,413.5991980944419,406.6586510794419,330.2503608851395,323.3098138701395
nodule,subset1_15.jpg,6.8962075610000015,6.8962075610000015,141.29839419249552,134.4021866314955,163.20830410240544,156.31209654140542
nodule,subset1_16.jpg,3.986088287,3.986088287,44.35446981521622,40.36838152821622,295.7418572026036,291.75576891560365
nodule,subset1_17.jpg,21.47561299,21.47561299,351.28833092945104,329.81271793945103,184.63735053729417,163.16173754729417
nodule,subset1_18.jpg,9.326384982999999,9.326384982999999,102.95787540416616,93.63149042116616,194.443768821094,185.117383838094
nodule,subset1_19.jpg,6.044864617000001,6.044864617000001,47.56453649670681,41.519671879706806,310.26610717733513,304.22124256033516
nodule,subset1_20.jpg,15.39279188,15.39279188,56.53570663420689,41.14291475420689,217.19777559972414,201.80498371972413
nodule,subset1_21.jpg,14.31390685,14.31390685,165.01806825578032,150.70416140578033,165.01806825578032,150.70416140578033
nodule,subset1_22.jpg,15.27003429,15.27003429,338.3447560641555,323.0747217741555,240.88631102394103,225.61627673394102
nodule,subset1_23.jpg,6.367212147,6.367212147,70.45262342933167,64.08541128233166,309.7290053388794,303.3617931918794
nodule,subset1_24.jpg,4.213062603,4.213062603,159.66619500204413,155.45313239904414,47.95710409295323,43.74404148995323
nodule,subset1_25.jpg,3.8850462,3.8850462,25.463597834645686,21.578551634645684,267.3533616141732,263.4683154141732
nodule,subset1_26.jpg,32.27003025,32.27003025,415.61074013628763,383.34070988628764,321.4301381295987,289.1601078795987
nodule,subset1_27.jpg,8.501262355,8.501262355,403.1933430358845,394.6920806808845,312.61840446094595,304.11714210594596
