class,filename,height,width,xmax,xmin,ymax,ymin
nodule,subset6_0.jpg,5.5219881829999995,5.5219881829999995,182.56160847969684,177.03962029669685,130.82641684206612,125.30442865906612
nodule,subset0_1.jpg,7.310399552000001,7.310399552000001,60.9155631140483,53.60516356204829,226.63536987733337,219.32497032533337
nodule,subset3_24.jpg,11.05222629,11.05222629,72.38547101096853,61.33324472096853,200.07554365019368,189.02331736019366
nodule,subset9_39.jpg,6.724954348,6.724954348,46.48708754599418,39.76213319799418,370.405454892933,363.68050054493295
nodule,subset2_48.jpg,5.842982096,5.842982096,194.98308844316284,189.14010634716286,221.77378611758138,215.93080402158142
nodule,subset1_30.jpg,4.775243237,4.775243237,448.2765421049421,443.50129886794207,41.39731505180194,36.622071814801934
nodule,subset9_6.jpg,6.265624249,6.265624249,106.30176940639757,100.03614515739756,314.49454049073495,308.2289162417349
nodule,subset1_14.jpg,6.940547015,6.940547015,413.59919809444193,406.6586510794419,330.2503608851395,323.3098138701395
nodule,subset7_13.jpg,22.30485311,22.30485311,453.4694297301433,431.1645766201432,183.4169237635561,161.1120706535561
nodule,subset4_23.jpg,19.84919656,19.84919656,340.1834170181108,320.3342204581108,66.67201636664495,46.822819806644965
nodule,subset7_1.jpg,6.009066896,6.009066896,579.2966685672112,573.2876016712113,276.4234291305915,270.41436223459147
nodule,subset3_51.jpg,5.925757611,5.925757611,351.56895318278185,345.64319557178186,309.6780440918726,303.75228648087267
nodule,subset8_27.jpg,9.061649841,9.061649841,491.4066823363829,482.3450324953829,20.208738891652978,11.147089050652982
nodule,subset3_19.jpg,4.521001895,4.521001895,72.79775433870607,68.27675244370609,76.06931983391375,71.54831793891374
nodule,subset3_64.jpg,8.117918353,8.117918353,318.7795572073264,310.6616388543264,268.1680629544528,260.0501446014528
nodule,subset2_39.jpg,7.664341312,7.664341312,188.496511968,180.832170656,88.49651196799995,80.83217065599996
nodule,subset3_23.jpg,4.97609166,4.97609166,37.52793946585131,32.55184780585131,118.56391068887287,113.58781902887287
nodule,subset3_56.jpg,5.509268361,5.509268361,399.0880782633769,393.5788099023768,286.5470154614445,281.03774710044445
nodule,subset2_9.jpg,5.739194256,5.739194256,180.3556002035813,174.61640594758134,345.70081178487305,339.96161752887303
nodule,subset2_46.jpg,11.80179732,11.80179732,164.66752497174224,152.86572765174225,312.5243268810501,300.7225295610501
nodule,subset8_13.jpg,3.8879977039999996,3.8879977039999996,299.69632489935884,295.8083271953588,349.20268622251405,345.314688518514
nodule,subset1_19.jpg,6.044864617000001,6.044864617000001,47.56453649670681,41.51967187970681,310.2661071773352,304.2212425603352
nodule,subset3_52.jpg,9.991058045,9.991058045,195.54497940870567,185.55392136370568,329.4741347220572,319.48307667705717
nodule,subset8_56.jpg,11.29624596,11.29624596,441.58088026063166,430.28463430063164,398.4650907869474,387.1688448269474
nodule,subset0_54.jpg,5.070932612,5.070932612,115.15025241635323,110.07931980435326,314.9907082568091,309.9197756448092
nodule,subset1_20.jpg,15.39279188,15.39279188,56.53570663420689,41.14291475420689,217.1977755997241,201.80498371972413
nodule,subset1_47.jpg,7.7484546939999985,7.7484546939999985,487.74934168578466,480.0008869917848,197.30987980237668,189.56142510837668
nodule,subset6_34.jpg,9.930839143,9.930839143,103.3022446604481,93.3714055174481,152.55794086297976,142.62710171997975
nodule,subset6_20.jpg,7.789972805,7.789972805,173.27513569503137,165.48516289003138,351.4318755069435,343.6419027019436
nodule,subset9_19.jpg,9.025365556,9.025365556,380.2414945014322,371.2161289454322,313.45888580577997,304.43352024978003
nodule,subset4_33.jpg,6.773419875,6.773419875,157.32471156730767,150.55129169230767,233.9059081485043,227.1324882735043
